zone,prop_type,listing_type,furnishing,bhk,area,bathrooms,age,amenities_count,floor,total_floors,has_metro,price
Koregaon Park,villa,sale,semi-furnished,2,2813,2,29,6,1,5,0,39329200
Pashan,apartment,rent,semi-furnished,2,1091,2,3,5,8,10,0,53800
Hinjewadi,apartment,sale,semi-furnished,3,1066,3,11,2,0,14,1,8935600
Chinchwad,apartment,sale,semi-furnished,4,1768,4,24,1,2,2,0,12157000
Balewadi,apartment,sale,fully-furnished,2,1165,2,9,3,2,4,0,10835100
Magarpatta,commercial,sale,semi-furnished,0,1513,1,13,3,0,1,0,13610200
Kharadi,house,sale,semi-furnished,1,700,1,7,3,15,16,1,6650900
Wagholi,plot,sale,unfurnished,0,761,1,3,3,0,1,0,3063800
Wakad,house,sale,semi-furnished,2,1259,2,27,2,6,7,1,7914600
Pimple Saudagar,plot,sale,fully-furnished,0,3460,1,3,6,0,1,0,29375300
Chinchwad,studio,sale,semi-furnished,1,430,1,18,2,10,10,0,2605100
Kalyani Nagar,apartment,sale,semi-furnished,1,698,1,13,5,3,10,0,8655500
Kharadi,apartment,sale,semi-furnished,2,881,2,1,3,4,9,1,7351400
Undri,apartment,sale,fully-furnished,3,1299,3,31,3,8,8,0,8185200
Shivajinagar,apartment,sale,semi-furnished,2,1044,2,25,9,8,12,1,9959700
Kharadi,apartment,sale,fully-furnished,4,1720,4,24,5,8,8,1,17400500
Kondhwa,apartment,sale,semi-furnished,2,724,2,31,4,7,9,0,3841600
Pashan,studio,rent,semi-furnished,1,557,1,1,8,3,8,0,28000
Koregaon Park,villa,rent,fully-furnished,4,3178,4,6,4,6,8,0,1210300
Pisoli,commercial,sale,semi-furnished,0,2943,1,30,2,0,1,0,13960000
Hinjewadi,studio,sale,unfurnished,1,300,1,19,3,3,9,1,1720700
Magarpatta,house,rent,fully-furnished,2,1020,2,28,5,1,8,0,52500
Kothrud,plot,rent,semi-furnished,0,3495,1,28,4,0,1,1,168500
Baner,apartment,rent,unfurnished,3,1303,3,4,6,1,10,1,90400
Pimple Saudagar,apartment,rent,unfurnished,2,910,2,28,0,6,6,0,23100
Viman Nagar,apartment,rent,semi-furnished,2,713,2,2,7,7,16,1,40700
Pimple Saudagar,apartment,sale,unfurnished,3,1158,3,3,0,11,15,0,9851500
Viman Nagar,studio,sale,unfurnished,1,335,1,2,6,0,2,1,3225700
Pimpri,apartment,rent,semi-furnished,3,1344,3,17,2,2,4,0,41800
Chinchwad,apartment,sale,unfurnished,2,755,2,5,3,0,6,0,3854500
Wagholi,studio,rent,semi-furnished,1,639,1,18,0,2,15,0,10300
Kondhwa,apartment,sale,semi-furnished,1,770,1,26,2,12,12,0,2932100
Viman Nagar,plot,sale,unfurnished,0,1746,1,22,7,0,1,1,11696200
Wagholi,apartment,sale,semi-furnished,2,1013,2,16,3,5,9,0,6003900
Kothrud,apartment,rent,fully-furnished,2,764,2,29,4,2,4,1,41400
Pimple Saudagar,apartment,rent,unfurnished,2,1098,2,31,3,11,14,0,35000
Viman Nagar,apartment,rent,fully-furnished,3,1618,3,13,8,5,5,1,129800
Hinjewadi,apartment,sale,fully-furnished,3,1673,3,11,1,4,6,1,12437200
Pimpri,apartment,sale,fully-furnished,3,1163,3,4,3,0,2,0,9299200
Kothrud,house,rent,fully-furnished,1,520,1,0,6,7,14,1,29500
Bavdhan,apartment,sale,semi-furnished,5,1899,5,21,1,10,15,0,16087800
Pimple Saudagar,studio,rent,semi-furnished,1,356,1,15,2,6,13,0,13900
Wanowrie,studio,rent,unfurnished,1,593,1,22,4,0,2,0,21100
Viman Nagar,villa,rent,fully-furnished,1,2566,1,14,7,0,5,1,957100
Shivajinagar,apartment,rent,unfurnished,5,2010,5,17,9,10,17,1,262300
Pimpri,apartment,rent,fully-furnished,5,1922,5,30,0,4,5,0,150400
Baner,apartment,rent,semi-furnished,2,1221,2,17,0,7,7,1,24500
Viman Nagar,studio,rent,unfurnished,1,529,1,20,1,1,13,1,20000
Undri,apartment,sale,semi-furnished,1,696,1,3,3,6,10,0,4137300
Aundh,villa,rent,fully-furnished,2,2694,2,29,2,5,13,1,411000
Hadapsar,apartment,sale,semi-furnished,2,1299,2,2,2,4,9,0,7824100
Wagholi,apartment,rent,fully-furnished,1,741,1,27,0,2,6,0,17600
Shivajinagar,apartment,rent,unfurnished,4,1457,4,26,7,2,24,1,150500
Hinjewadi,studio,sale,fully-furnished,1,525,1,24,1,0,2,1,3333200
Kalyani Nagar,studio,sale,semi-furnished,1,398,1,20,8,4,5,0,4220800
Aundh,apartment,rent,unfurnished,4,1755,4,6,4,12,12,1,148800
Balewadi,house,rent,semi-furnished,2,1279,2,16,2,11,11,0,45400
Baner,studio,sale,unfurnished,1,526,1,26,5,16,16,1,3753300
Pashan,apartment,sale,semi-furnished,3,1201,3,6,5,3,11,0,12031800
Wanowrie,apartment,sale,fully-furnished,3,1182,3,15,0,12,16,0,9699400
Camp,villa,rent,semi-furnished,2,2133,2,25,3,16,17,0,301800
Wakad,apartment,sale,fully-furnished,3,1271,3,31,7,5,13,1,10101300
Hinjewadi,villa,sale,unfurnished,3,2681,3,11,3,7,8,1,21334600
Kharadi,studio,rent,unfurnished,1,516,1,28,9,10,11,1,19400
Camp,house,rent,fully-furnished,2,1033,2,27,4,7,8,0,29500
Viman Nagar,apartment,rent,unfurnished,4,1438,4,8,3,1,2,1,116900
Chinchwad,studio,rent,unfurnished,1,547,1,26,6,5,10,0,13400
Magarpatta,plot,sale,semi-furnished,0,2734,1,6,1,0,1,0,22866100
Undri,house,sale,semi-furnished,2,1207,2,0,0,0,9,0,8276000
Koregaon Park,apartment,rent,unfurnished,3,1334,3,5,7,3,7,0,89700
Baner,apartment,sale,unfurnished,2,549,2,2,5,3,8,1,6088900
Koregaon Park,apartment,sale,semi-furnished,3,1357,3,0,10,8,13,0,24003100
Pimpri,villa,rent,semi-furnished,1,2546,1,19,6,4,13,0,221700
Boat Club Road,apartment,sale,semi-furnished,3,1448,3,28,5,11,11,0,18666500
Magarpatta,house,sale,semi-furnished,1,521,1,2,2,7,11,0,4330200
Undri,apartment,sale,unfurnished,3,1415,3,23,2,2,11,0,5734600
Balewadi,apartment,sale,fully-furnished,2,1061,2,24,3,10,13,0,9406800
Wagholi,apartment,rent,unfurnished,5,2136,5,29,7,3,7,0,140600
Viman Nagar,villa,sale,semi-furnished,1,4213,1,17,8,3,6,1,53535100
Viman Nagar,house,sale,unfurnished,4,1673,4,23,4,14,18,1,18614000
Bavdhan,apartment,rent,fully-furnished,3,1386,3,14,3,1,2,0,84300
Wagholi,house,sale,semi-furnished,2,851,2,21,0,6,15,0,3529300
Baner,studio,rent,semi-furnished,1,415,1,25,4,2,9,1,22900
Viman Nagar,apartment,rent,fully-furnished,2,1110,2,11,7,3,12,1,71400
Hadapsar,apartment,sale,unfurnished,2,797,2,11,0,1,8,0,2925800
Magarpatta,apartment,sale,fully-furnished,1,466,1,3,6,7,10,0,5976900
Wanowrie,house,sale,semi-furnished,2,1275,2,2,4,5,14,0,11075300
Baner,apartment,rent,unfurnished,1,816,1,0,4,2,10,1,9000
Chinchwad,commercial,rent,unfurnished,0,2855,1,11,4,0,1,0,146300
Shivajinagar,plot,rent,semi-furnished,0,3652,1,9,5,0,1,1,164000
Kalyani Nagar,apartment,sale,semi-furnished,3,1344,3,19,6,0,2,0,13848100
Bavdhan,plot,sale,semi-furnished,0,3654,1,23,2,0,1,0,10672000
Wakad,house,sale,fully-furnished,1,890,1,5,4,17,17,1,9010200
Boat Club Road,villa,rent,semi-furnished,3,1455,3,5,6,1,10,0,506900
Kothrud,apartment,sale,semi-furnished,2,1126,2,5,7,1,5,1,14411400
Hadapsar,house,sale,unfurnished,4,1927,4,13,2,3,7,0,13428900
Kothrud,villa,rent,fully-furnished,3,4266,3,28,2,7,9,1,1008200
Kalyani Nagar,house,sale,unfurnished,2,974,2,28,7,4,8,0,8548700
Viman Nagar,house,sale,semi-furnished,2,1107,2,21,10,0,12,1,11224400
Undri,apartment,sale,fully-furnished,2,753,2,9,0,6,10,0,4434900
Koregaon Park,apartment,rent,semi-furnished,4,1603,4,23,8,6,7,0,216400
Magarpatta,house,rent,semi-furnished,3,1294,3,22,2,2,4,0,66500
Pimple Saudagar,apartment,sale,semi-furnished,4,1590,4,23,1,4,6,0,10954800
Hinjewadi,apartment,sale,semi-furnished,4,1485,4,22,1,1,2,1,10857400
Hadapsar,apartment,sale,fully-furnished,3,1351,3,23,3,0,3,0,7219500
Kharadi,apartment,rent,fully-furnished,2,1248,2,2,7,4,11,1,64700
Hinjewadi,studio,rent,fully-furnished,1,535,1,3,4,3,7,1,32000
Kharadi,apartment,sale,semi-furnished,1,802,1,12,2,0,22,1,6219900
Wakad,studio,sale,semi-furnished,1,571,1,19,4,3,20,1,3319400
Kalyani Nagar,plot,sale,fully-furnished,0,2315,1,1,7,0,1,0,28341900
Baner,villa,sale,semi-furnished,3,2261,3,14,8,12,17,1,23685200
Kharadi,plot,sale,fully-furnished,0,1766,1,8,9,0,1,1,13804500
Shivajinagar,apartment,sale,fully-furnished,3,1198,3,18,9,0,14,1,12700100
Magarpatta,commercial,sale,fully-furnished,0,263,1,6,4,0,1,0,3938900
Undri,apartment,rent,semi-furnished,2,882,2,12,6,1,14,0,21600
Wakad,apartment,sale,semi-furnished,2,1252,2,22,3,6,6,1,9291100
Pisoli,apartment,rent,unfurnished,4,1588,4,9,2,7,15,0,62500
Balewadi,apartment,rent,fully-furnished,4,1858,4,11,2,0,9,0,155100
Kothrud,apartment,sale,semi-furnished,3,1471,3,17,4,13,15,1,14689400
Pimple Saudagar,commercial,rent,unfurnished,0,4979,1,3,0,0,1,0,398700
Kharadi,commercial,sale,fully-furnished,0,748,1,10,3,0,1,1,6588700
Kothrud,apartment,sale,semi-furnished,3,1465,3,31,5,15,16,1,11211000
Pimple Saudagar,house,sale,unfurnished,2,841,2,29,4,16,17,0,4577200
Aundh,apartment,sale,semi-furnished,2,906,2,14,3,1,2,1,8024700
Baner,plot,sale,unfurnished,0,4540,1,11,4,0,1,1,31520300
Baner,studio,sale,fully-furnished,1,557,1,29,4,1,15,1,5737700
Pimple Saudagar,apartment,sale,semi-furnished,2,854,2,1,3,1,12,0,6578800
Viman Nagar,house,rent,semi-furnished,2,1014,2,0,5,8,11,1,56200
Kothrud,studio,sale,fully-furnished,1,407,1,17,0,15,17,1,3425300
Undri,apartment,sale,fully-furnished,2,1194,2,20,3,1,3,0,6229600
Balewadi,house,rent,fully-furnished,3,1411,3,19,6,1,11,0,87300
Viman Nagar,apartment,rent,semi-furnished,2,1240,2,30,7,4,4,1,56500
Viman Nagar,villa,sale,unfurnished,2,3006,2,24,6,5,12,1,27945500
Magarpatta,apartment,rent,unfurnished,2,1082,2,13,5,6,6,0,29900
Viman Nagar,commercial,sale,fully-furnished,0,4422,1,29,10,0,1,1,46369200
Boat Club Road,studio,sale,semi-furnished,1,614,1,4,8,7,14,0,9475400
Kharadi,apartment,rent,semi-furnished,2,1139,2,29,2,2,2,1,43800
Hinjewadi,apartment,sale,semi-furnished,2,980,2,18,2,7,7,1,5876500
Hinjewadi,apartment,rent,semi-furnished,1,673,1,19,2,5,9,1,7900
Kalyani Nagar,villa,sale,fully-furnished,2,4157,2,18,4,9,10,0,72933500
Baner,house,rent,unfurnished,2,811,2,15,3,18,27,1,32100
Hinjewadi,house,rent,semi-furnished,2,979,2,29,7,2,8,1,46400
Kharadi,plot,rent,unfurnished,0,1933,1,8,4,0,1,1,71300
Hadapsar,house,rent,semi-furnished,3,1312,3,29,5,3,7,0,52300
Balewadi,apartment,sale,fully-furnished,3,1324,3,7,2,6,6,0,17697600
Koregaon Park,house,rent,fully-furnished,3,1044,3,25,7,2,12,0,90200
Baner,commercial,sale,unfurnished,0,386,1,17,4,0,1,1,4878600
Kalyani Nagar,apartment,sale,semi-furnished,3,1145,3,18,7,0,7,0,13541500
Baner,apartment,rent,semi-furnished,2,1014,2,0,6,3,8,1,46400
Kalyani Nagar,plot,sale,semi-furnished,0,2061,1,20,8,0,1,0,17315300
Kharadi,house,rent,semi-furnished,2,1261,2,3,5,3,11,1,51600
Kondhwa,plot,sale,unfurnished,0,778,1,8,1,0,1,0,3306500
Baner,commercial,sale,semi-furnished,0,585,1,29,4,0,1,1,6531800
Kharadi,commercial,sale,unfurnished,0,646,1,6,6,0,1,1,8208100
Pimpri,apartment,rent,semi-furnished,3,1538,3,13,4,12,12,0,54300
Wagholi,studio,rent,semi-furnished,1,539,1,29,5,8,11,0,14300
Pisoli,apartment,sale,fully-furnished,2,1013,2,4,5,12,13,0,8467800
Undri,apartment,rent,unfurnished,2,861,2,20,2,2,8,0,25900
Kalyani Nagar,house,rent,fully-furnished,1,850,1,19,6,1,6,0,44300
Shivajinagar,studio,sale,unfurnished,1,547,1,17,7,9,15,1,5669800
Wagholi,apartment,sale,fully-furnished,2,1244,2,6,4,8,8,0,8259400
Magarpatta,apartment,sale,unfurnished,4,1530,4,18,6,11,11,0,14368500
Pisoli,apartment,sale,semi-furnished,4,1733,4,30,1,15,17,0,7206400
Boat Club Road,apartment,sale,unfurnished,2,987,2,7,7,3,10,0,16701300
Pisoli,plot,rent,unfurnished,0,3513,1,21,3,0,1,0,54600
Chinchwad,studio,sale,fully-furnished,1,475,1,21,5,2,4,0,2949200
Chinchwad,apartment,rent,semi-furnished,1,662,1,25,4,1,8,0,10400
Pimple Saudagar,villa,sale,fully-furnished,2,4563,2,10,4,5,12,0,36013600
Camp,apartment,sale,unfurnished,2,904,2,26,3,2,10,0,5992300
Hinjewadi,apartment,rent,unfurnished,3,1414,3,19,1,2,15,1,52000
Wanowrie,apartment,sale,unfurnished,3,985,3,10,3,0,2,0,6856500
Wagholi,apartment,rent,unfurnished,3,1560,3,11,5,2,3,0,44000
Koregaon Park,apartment,rent,semi-furnished,3,1199,3,11,6,17,18,0,113500
Kondhwa,commercial,rent,fully-furnished,0,4715,1,12,1,0,1,0,381000
Chinchwad,villa,sale,semi-furnished,1,2838,1,28,1,9,11,0,13699300
Pimple Saudagar,apartment,rent,semi-furnished,3,1447,3,21,3,3,15,0,76600
Magarpatta,studio,sale,unfurnished,1,517,1,11,9,7,9,0,4981700
Viman Nagar,house,sale,unfurnished,3,1415,3,14,4,0,12,1,14045900
Viman Nagar,commercial,sale,fully-furnished,0,4623,1,22,7,0,1,1,91419100
Viman Nagar,apartment,rent,unfurnished,3,1252,3,11,6,5,7,1,91500
Kharadi,apartment,rent,unfurnished,3,1393,3,4,5,8,8,1,74600
Kothrud,apartment,sale,semi-furnished,1,698,1,7,6,7,8,1,6241800
Kharadi,apartment,sale,fully-furnished,3,955,3,23,3,7,13,1,7022900
Hinjewadi,apartment,sale,unfurnished,4,1542,4,18,1,14,14,1,12850800
Wagholi,apartment,rent,unfurnished,1,687,1,30,3,6,8,0,9200
Kharadi,apartment,sale,fully-furnished,3,1204,3,22,4,0,2,1,7404000
Undri,apartment,sale,semi-furnished,3,1470,3,20,3,10,14,0,8670600
Bavdhan,studio,sale,semi-furnished,1,567,1,11,6,1,2,0,4540900
Kharadi,apartment,sale,fully-furnished,2,1143,2,1,2,6,7,1,12798100
Viman Nagar,commercial,rent,unfurnished,0,1751,1,16,9,0,1,1,305500
Chinchwad,apartment,sale,fully-furnished,2,1377,2,9,1,5,5,0,8119400
Hinjewadi,house,sale,unfurnished,4,1745,4,26,0,2,4,1,10012100
Bavdhan,apartment,sale,semi-furnished,2,770,2,14,6,4,7,0,5877400
Viman Nagar,apartment,sale,fully-furnished,4,1505,4,31,9,11,17,1,19742600
Wakad,apartment,rent,unfurnished,5,1629,5,5,6,10,12,1,150200
Viman Nagar,plot,rent,fully-furnished,0,3794,1,24,6,0,1,1,176000
Pisoli,apartment,sale,semi-furnished,4,1812,4,19,0,2,14,0,9201200
Kalyani Nagar,commercial,rent,semi-furnished,0,860,1,18,6,0,1,0,111200
Hadapsar,apartment,sale,unfurnished,1,691,1,7,8,6,11,0,3934800
Baner,studio,rent,unfurnished,1,529,1,30,5,7,9,1,25200
Koregaon Park,house,sale,unfurnished,3,1230,3,0,10,1,6,0,17819500
Pimple Saudagar,house,sale,semi-furnished,3,1271,3,18,3,1,6,0,9013900
Koregaon Park,apartment,sale,unfurnished,2,1094,2,18,10,7,8,0,13678700
Pashan,apartment,rent,fully-furnished,2,1050,2,26,6,5,9,0,62400
Baner,plot,sale,semi-furnished,0,1416,1,6,5,0,1,1,13347200
Baner,apartment,rent,semi-furnished,2,1090,2,17,7,0,12,1,55300
Chinchwad,apartment,rent,unfurnished,4,1818,4,16,2,4,9,0,81500
Kharadi,plot,rent,semi-furnished,0,4689,1,23,2,0,1,1,131900
Viman Nagar,villa,rent,unfurnished,1,2366,1,8,7,9,11,1,436600
Viman Nagar,commercial,rent,fully-furnished,0,2173,1,23,5,0,1,1,191300
Wagholi,studio,sale,semi-furnished,1,415,1,2,5,4,9,0,2515800
Wanowrie,apartment,rent,unfurnished,3,1493,3,27,3,0,2,0,43700
Hinjewadi,apartment,sale,semi-furnished,1,660,1,8,4,16,16,1,5427400
Magarpatta,commercial,rent,unfurnished,0,610,1,10,6,0,1,0,83500
Wagholi,apartment,rent,semi-furnished,4,1579,4,21,2,3,4,0,62900
Baner,apartment,sale,semi-furnished,5,2169,5,17,4,1,10,1,25074300
Pimpri,villa,sale,semi-furnished,4,1399,4,16,5,4,17,0,11960900
Kothrud,apartment,rent,unfurnished,2,1014,2,30,3,3,6,1,29600
Viman Nagar,apartment,sale,semi-furnished,2,834,2,12,6,1,4,1,8334000
Kondhwa,villa,sale,fully-furnished,2,1742,2,12,4,9,9,0,20379300
Magarpatta,apartment,rent,semi-furnished,2,858,2,12,4,10,10,0,37100
Pimple Saudagar,house,sale,fully-furnished,4,1691,4,19,2,0,6,0,13378700
Bavdhan,commercial,sale,unfurnished,0,2280,1,27,4,0,1,0,11408400
Wakad,studio,sale,semi-furnished,1,564,1,30,7,1,5,1,3856000
Baner,apartment,sale,unfurnished,3,1149,3,3,6,1,14,1,14241100
Shivajinagar,house,sale,semi-furnished,1,480,1,19,6,2,7,1,4818100
Koregaon Park,commercial,rent,unfurnished,0,2801,1,10,6,0,1,0,483900
Undri,apartment,rent,semi-furnished,4,1370,4,6,0,5,10,0,56600
Magarpatta,villa,rent,fully-furnished,2,3471,2,19,2,11,11,0,798200
Kalyani Nagar,villa,sale,unfurnished,2,3200,2,16,3,8,12,0,38774000
Aundh,apartment,sale,fully-furnished,3,1427,3,17,5,6,9,1,16666500
Aundh,villa,rent,unfurnished,3,3605,3,15,3,18,18,1,419400
Hinjewadi,studio,sale,unfurnished,1,371,1,9,3,0,14,1,2936800
Pashan,apartment,rent,fully-furnished,3,1280,3,25,4,2,5,0,70400
Kondhwa,house,rent,semi-furnished,3,1230,3,16,2,0,2,0,40300
Pisoli,studio,sale,fully-furnished,1,473,1,10,3,2,2,0,2599100
Pimpri,apartment,rent,unfurnished,3,1310,3,9,4,3,14,0,55600
Hadapsar,studio,sale,fully-furnished,1,617,1,14,2,1,6,0,3260300
Bavdhan,apartment,rent,semi-furnished,2,676,2,28,1,12,13,0,20600
Undri,apartment,rent,fully-furnished,2,966,2,11,2,8,19,0,30400
Hinjewadi,apartment,rent,fully-furnished,1,523,1,31,1,4,15,1,13400
Pisoli,villa,sale,semi-furnished,4,3620,4,2,4,3,20,0,30618400
Hinjewadi,plot,sale,fully-furnished,0,4585,1,25,0,0,1,1,23219800
Chinchwad,studio,sale,fully-furnished,1,484,1,18,3,10,13,0,3367900
Viman Nagar,studio,rent,fully-furnished,1,789,1,28,5,6,8,1,48400
Hinjewadi,studio,rent,semi-furnished,1,505,1,22,2,4,9,1,24100
Hadapsar,villa,rent,unfurnished,4,2514,4,6,1,14,21,0,257500
Shivajinagar,apartment,rent,semi-furnished,4,1669,4,16,7,0,6,1,208700
Baner,apartment,sale,semi-furnished,2,966,2,13,4,5,10,1,8823300
Wanowrie,house,sale,semi-furnished,3,1091,3,6,6,6,7,0,9801800
Baner,apartment,rent,fully-furnished,3,1243,3,27,5,1,3,1,110000
Kharadi,studio,sale,fully-furnished,1,474,1,26,9,1,2,1,4089500
Magarpatta,villa,rent,fully-furnished,2,2523,2,22,2,4,12,0,514100
Undri,apartment,sale,semi-furnished,2,1180,2,12,2,1,10,0,7140100
Undri,villa,rent,unfurnished,4,2292,4,1,2,2,14,0,321700
Kondhwa,apartment,rent,semi-furnished,3,1036,3,27,5,1,7,0,56200
Hinjewadi,apartment,rent,semi-furnished,3,1345,3,24,4,5,14,1,75600
Boat Club Road,commercial,sale,semi-furnished,0,5717,1,7,6,0,1,0,77717700
Wakad,studio,sale,unfurnished,1,436,1,9,3,13,14,1,3853400
Viman Nagar,apartment,rent,semi-furnished,2,656,2,22,7,5,8,1,45000
Viman Nagar,studio,sale,unfurnished,1,509,1,2,7,3,5,1,4970600
Kondhwa,apartment,sale,semi-furnished,3,1190,3,0,3,15,16,0,11787200
Hinjewadi,apartment,sale,semi-furnished,3,1065,3,11,0,14,15,1,7663600
Hinjewadi,apartment,rent,semi-furnished,2,739,2,2,1,1,11,1,34200
Wagholi,apartment,rent,fully-furnished,4,1557,4,25,2,8,8,0,84300
Chinchwad,apartment,rent,fully-furnished,5,2048,5,31,2,1,4,0,161600
Kharadi,house,rent,unfurnished,2,955,2,20,4,3,10,1,29000
Bavdhan,commercial,rent,semi-furnished,0,2422,1,15,3,0,1,0,16900
Aundh,apartment,sale,unfurnished,2,1084,2,13,4,10,11,1,9110900
Hinjewadi,studio,sale,unfurnished,1,489,1,12,3,0,2,1,2898400
Kothrud,plot,sale,unfurnished,0,2455,1,17,6,0,1,1,14861300
Wakad,villa,rent,unfurnished,1,2070,1,20,7,2,7,1,229000
Pimpri,apartment,sale,semi-furnished,2,1188,2,15,2,3,3,0,6113400
Kalyani Nagar,apartment,sale,semi-furnished,2,863,2,16,8,6,8,0,10362700
Hinjewadi,commercial,sale,semi-furnished,0,3885,1,31,5,0,1,1,23991800
Baner,apartment,sale,semi-furnished,1,892,1,27,5,2,6,1,6528800
Balewadi,apartment,sale,unfurnished,1,621,1,7,7,10,10,0,4405600
Balewadi,apartment,rent,semi-furnished,1,737,1,5,1,0,2,0,26000
Wakad,commercial,sale,unfurnished,0,5897,1,12,3,0,1,1,69954300
Viman Nagar,apartment,sale,unfurnished,2,859,2,10,4,0,8,1,6717400
Hadapsar,plot,rent,semi-furnished,0,1718,1,25,2,0,1,0,37400
Wanowrie,house,sale,fully-furnished,2,1146,2,3,3,1,11,0,8890800
Baner,apartment,sale,semi-furnished,3,1435,3,14,3,7,11,1,12740600
Hinjewadi,house,sale,semi-furnished,5,1996,5,19,6,3,10,1,19397700
Baner,studio,rent,fully-furnished,1,542,1,0,2,12,12,1,41300
Boat Club Road,apartment,rent,fully-furnished,3,1183,3,21,6,4,9,0,126300
Viman Nagar,studio,sale,unfurnished,1,422,1,11,7,2,18,1,4274100
Undri,apartment,rent,fully-furnished,4,1778,4,11,1,3,4,0,84100
Wanowrie,apartment,sale,semi-furnished,2,1127,2,3,2,0,7,0,7109800
Wagholi,plot,rent,semi-furnished,0,4086,1,23,2,0,1,0,70300
Hinjewadi,apartment,sale,fully-furnished,3,1248,3,26,3,3,5,1,8927700
Hadapsar,studio,rent,unfurnished,1,579,1,12,4,3,13,0,14100
Magarpatta,apartment,sale,unfurnished,1,681,1,20,6,1,10,0,3847900
Pisoli,apartment,rent,semi-furnished,2,1137,2,0,2,0,9,0,21900
Wagholi,apartment,sale,semi-furnished,2,976,2,6,2,5,9,0,4906400
Hadapsar,house,rent,semi-furnished,2,856,2,8,3,5,9,0,36300
Kondhwa,studio,sale,semi-furnished,1,604,1,7,3,3,7,0,4158800
Aundh,apartment,sale,unfurnished,3,1226,3,21,7,7,8,1,10280300
Magarpatta,apartment,sale,semi-furnished,3,1440,3,6,7,1,2,0,15359400
Kalyani Nagar,plot,rent,unfurnished,0,1762,1,13,7,0,1,0,101000
Pimple Saudagar,apartment,sale,semi-furnished,2,1001,2,15,2,7,11,0,7763000
Hinjewadi,plot,sale,fully-furnished,0,4528,1,10,5,0,1,1,34321800
Pisoli,apartment,rent,unfurnished,3,1389,3,23,2,8,8,0,45200
Wakad,apartment,rent,unfurnished,4,1933,4,17,2,0,7,1,107100
Kharadi,house,rent,semi-furnished,1,581,1,1,3,4,16,1,14700
Hinjewadi,house,rent,semi-furnished,2,954,2,0,1,1,2,1,25400
Hadapsar,apartment,sale,unfurnished,3,1134,3,28,5,3,9,0,5949100
Shivajinagar,house,sale,unfurnished,2,1009,2,4,5,2,8,1,9172300
Pashan,apartment,rent,fully-furnished,3,1057,3,17,4,5,8,0,70700
Koregaon Park,house,rent,semi-furnished,2,783,2,2,5,3,6,0,50900
Kondhwa,studio,sale,fully-furnished,1,553,1,2,0,2,2,0,4658700
Kondhwa,studio,sale,unfurnished,1,590,1,5,4,1,2,0,3571700
Pimple Saudagar,house,rent,unfurnished,2,1474,2,10,4,4,6,0,50300
Hinjewadi,apartment,sale,fully-furnished,2,1144,2,24,4,2,7,1,7673000
Viman Nagar,plot,rent,semi-furnished,0,3650,1,27,6,0,1,1,118200
Magarpatta,studio,rent,semi-furnished,1,385,1,12,6,1,2,0,19000
Kalyani Nagar,apartment,sale,semi-furnished,3,1230,3,3,7,11,11,0,19725300
Hinjewadi,house,rent,semi-furnished,3,1268,3,16,8,1,7,1,87000
Kharadi,house,sale,semi-furnished,1,742,1,13,3,2,11,1,5292900
Kalyani Nagar,apartment,sale,semi-furnished,2,1021,2,29,8,3,3,0,11037300
Wagholi,apartment,rent,fully-furnished,1,516,1,19,3,12,12,0,12000
Hadapsar,apartment,sale,fully-furnished,3,1495,3,18,2,0,6,0,9574000
Kothrud,apartment,rent,semi-furnished,3,1137,3,20,3,10,13,1,72300
Undri,apartment,sale,semi-furnished,2,1026,2,15,3,1,10,0,4750300
Bavdhan,apartment,rent,semi-furnished,2,1053,2,19,1,9,16,0,35500
Hadapsar,apartment,rent,semi-furnished,5,1938,5,30,3,4,4,0,149300
Wakad,commercial,rent,fully-furnished,0,296,1,9,3,0,1,1,76300
Balewadi,apartment,rent,unfurnished,1,407,1,11,7,7,12,0,7600
Chinchwad,apartment,sale,fully-furnished,2,1055,2,21,1,7,8,0,5821500
Kalyani Nagar,apartment,rent,semi-furnished,3,1317,3,14,4,9,15,0,109300
Aundh,studio,sale,unfurnished,1,513,1,0,5,0,3,1,5461200
Baner,house,rent,unfurnished,1,898,1,25,1,6,6,1,23900
Wakad,apartment,rent,semi-furnished,5,1756,5,16,4,0,4,1,177900
Hadapsar,studio,sale,unfurnished,1,487,1,10,1,1,7,0,2654100
Camp,commercial,rent,unfurnished,0,4926,1,15,3,0,1,0,373800
Kharadi,plot,rent,semi-furnished,0,3677,1,28,5,0,1,1,85100
Magarpatta,plot,rent,fully-furnished,0,2479,1,15,6,0,1,0,88700
Bavdhan,villa,sale,semi-furnished,1,2161,1,16,4,10,11,0,17914800
Wagholi,apartment,sale,fully-furnished,2,961,2,30,2,3,4,0,4833200
Pimple Saudagar,apartment,sale,fully-furnished,1,538,1,27,0,0,5,0,2781900
Pimpri,apartment,rent,semi-furnished,2,1088,2,16,0,7,17,0,25600
Koregaon Park,apartment,sale,semi-furnished,3,1245,3,31,10,4,5,0,18171500
Pimple Saudagar,apartment,sale,semi-furnished,2,1081,2,13,2,2,4,0,8055900
Kharadi,commercial,rent,semi-furnished,0,290,1,13,2,0,1,1,22400
Bavdhan,apartment,rent,semi-furnished,1,663,1,3,0,1,6,0,18200
Aundh,apartment,sale,semi-furnished,3,1319,3,19,5,1,2,1,12543500
Undri,apartment,sale,semi-furnished,1,637,1,28,0,8,15,0,2622400
